segment length: 1355	score: 701.278
segment length: 2370	score: 1147.56


segment length: 2296	score: 1369.34


segment length: 3211	score: 1640.31


segment length: 1773	score: 816.095


segment length: 3094	score: 1570.93


segment length: 1806	score: 791.749


segment length: 1500	score: 291.199


segment length: 1944	score: 1053.74


segment length: 2466	score: 1249.13


segment length: 2681	score: 1482.75


segment length: 1931	score: 1050.11


segment length: 3419	score: 1576.43


segment length: 6235	score: 3196.57


segment length: 2057	score: 939.265


segment length: 6735	score: 3234.42


segment length: 1235	score: 582.032


segment length: 1418	score: 637.463


segment length: 2580	score: 956.58


segment length: 1047	score: 627.187


segment length: 2285	score: 1088.46


segment length: 1395	score: 586.074


segment length: 1476	score: 652.365


segment length: 3539	score: 1632.86


segment length: 2370	score: 1066.29


segment length: 2229	score: 949.008


segment length: 2229	score: 850.764


segment length: 3900	score: 1465.66


segment length: 2800	score: 1015.49


segment length: 2356	score: 1246.63


segment length: 1520	score: 642.241


segment length: 2534	score: 1220.75


segment length: 2209	score: 907.753


segment length: 3973	score: 1946.11


segment length: 5246	score: 1917.63


segment length: 2699	score: 1067.22


segment length: 1583	score: 695.686


segment length: 4769	score: 2381.9


segment length: 1219	score: 532.634


segment length: 905	score: 403.847


segment length: 5307	score: 2787.85


segment length: 5089	score: 2125.18


segment length: 1322	score: 751.577


segment length: 1877	score: 706.094


segment length: 3368	score: 1664.22


segment length: 3431	score: 1466.84


segment length: 2474	score: 1179.11


segment length: 1457	score: 638.128


segment length: 1019	score: 488.56


segment length: 2282	score: 1238.23


segment length: 2615	score: 1371.35


segment length: 2185	score: 1246.94


segment length: 3432	score: 1394.31


segment length: 3102	score: 1428.39


segment length: 1583	score: 790.997


segment length: 955	score: 608.435


segment length: 2941	score: 1420.96


segment length: 1440	score: 694.034


segment length: 3762	score: 1710.94


segment length: 6228	score: 2686.97


segment length: 3842	score: 2147.59


segment length: 3227	score: 1647.95


segment length: 864	score: 348.689


segment length: 1606	score: 894.863


segment length: 1354	score: 580.817


segment length: 1761	score: 1027.16


segment length: 3080	score: 1030.9


segment length: 824	score: 269.39


segment length: 2603	score: 1494.54


segment length: 7090	score: 2438.94


segment length: 1264	score: 573.369


segment length: 1694	score: 765.817


segment length: 1609	score: 525.68


segment length: 6010	score: 2578.68


segment length: 714	score: 385.919


segment length: 2778	score: 1428.45


segment length: 2833	score: 1164.24


segment length: 8981	score: 5474.58


segment length: 1573	score: 965.288


segment length: 2979	score: 890.707


segment length: 6268	score: 3153.89


segment length: 4370	score: 2183.31


segment length: 1261	score: 643.547


segment length: 7220	score: 3252.16


segment length: 2943	score: 1185.34


segment length: 3289	score: 1409.38


segment length: 4421	score: 2330.1


segment length: 1279	score: 524.68


segment length: 3889	score: 1551.12


segment length: 459	score: 193.419


segment length: 4308	score: 2093.6


segment length: 3036	score: 1284.44


segment length: 8614	score: 4288.2


segment length: 1113	score: 393.151


segment length: 1757	score: 966.14


segment length: 2781	score: 1234.49


segment length: 3137	score: 1658.55


segment length: 7882	score: 3413.43


segment length: 1855	score: 1001.55


segment length: 2219	score: 1274.53


segment length: 2563	score: 1437.31


segment length: 3199	score: 1363.37


segment length: 2335	score: 984.182


segment length: 3684	score: 1737.83


segment length: 576	score: 328.133


segment length: 5248	score: 2044.84


segment length: 1922	score: 914.229


segment length: 2349	score: 1055.87


segment length: 2102	score: 1270.98


segment length: 2975	score: 1341.26


segment length: 2363	score: 1412.59


segment length: 2057	score: 847.7


segment length: 2076	score: 705.488


segment length: 3434	score: 1128.2


segment length: 2134	score: 824.28


segment length: 2536	score: 980.634


segment length: 3232	score: 1283.65


segment length: 3630	score: 1493.77


segment length: 1505	score: 833.608


segment length: 2989	score: 1161.67


segment length: 2779	score: 1257.49


segment length: 4317	score: 940.01
6824 7691 1.63078	1848541 1849408

2025 2599 33.7109	1843742 1844316


segment length: 1207	score: 605.285


segment length: 3135	score: 669.912
1350 2224 0	1843708 1844582

1325 2299 28.4749	1843683 1844657


segment length: 2035	score: 640.844


segment length: 2520	score: 650.886
2468 3480 3.42476	1846463 1847475

350 624 23.2378	1844345 1844619


segment length: 7328	score: 3103.86


segment length: 2003	score: 931.817


segment length: 654	score: 316.515


segment length: 1422	score: 640.511


segment length: 1237	score: 536.064


segment length: 1666	score: 759.219


segment length: 1194	score: 244.827


segment length: 3762	score: 2261.34


segment length: 7055	score: 3448.91


segment length: 2155	score: 969.464


segment length: 5176	score: 2654.29


segment length: 5337	score: 2721.32


segment length: 2521	score: 1039.51


segment length: 1242	score: 509.482


segment length: 2705	score: 1268.77


segment length: 2844	score: 1141.38


segment length: 1754	score: 873.07


segment length: 1053	score: 428.648


segment length: 2198	score: 976.919


segment length: 3661	score: 1433.33


segment length: 2941	score: 1391.93


segment length: 1032	score: 445.416


segment length: 2435	score: 1096.78


segment length: 5430	score: 2936.44


segment length: 4684	score: 2371.55


segment length: 2155	score: 1036.38


segment length: 4468	score: 1458.39


segment length: 4489	score: 2058.84


segment length: 2191	score: 1246.32


segment length: 925	score: 457.857


segment length: 4269	score: 2307.6


segment length: 6186	score: 2850.09


segment length: 3561	score: 1537


segment length: 1132	score: 610.78


segment length: 4437	score: 1545.05


segment length: 7138	score: 3094.21


segment length: 6127	score: 2667.09


segment length: 3743	score: 2026.11


segment length: 6981	score: 3043.78


segment length: 1652	score: 755.267


segment length: 2148	score: 1042.77


segment length: 1864	score: 805.413


segment length: 5952	score: 3020.93


segment length: 2412	score: 972.9


segment length: 615	score: 350.798


segment length: 5084	score: 2649.65


segment length: 1961	score: 873.236


segment length: 2353	score: 1213.74


segment length: 1345	score: 736.158


segment length: 2930	score: 1407.16


segment length: 814	score: 484.608


segment length: 1089	score: 515.825


segment length: 5070	score: 1550.69


segment length: 2059	score: 818.142


segment length: 5184	score: 2580.29


segment length: 1561	score: 791.742


segment length: 2704	score: 1426.12


segment length: 2094	score: 1062.6


segment length: 2274	score: 913.436


segment length: 3994	score: 1773.8


segment length: 2837	score: 1558.57


segment length: 1367	score: 606.311


segment length: 1702	score: 796.502


segment length: 5715	score: 2974.54


segment length: 2887	score: 1131.81


segment length: 3678	score: 1682.08


segment length: 1202	score: 655.761


segment length: 3545	score: 1872.16


segment length: 896	score: 494.19


segment length: 2545	score: 1421.67


segment length: 2012	score: 1048.72


segment length: 1191	score: 413.512


segment length: 6939	score: 3307.05


segment length: 2611	score: 1452.04


segment length: 3059	score: 1243.98


segment length: 3721	score: 1532.5


segment length: 2105	score: 1172.42


segment length: 1419	score: 723.628


segment length: 5799	score: 2980.87


segment length: 2839	score: 1104.83


segment length: 1360	score: 546.642


segment length: 3676	score: 1756.28


segment length: 4489	score: 1001.18


segment length: 3237	score: 1928.64


segment length: 2580	score: 1277.49


segment length: 1835	score: 1076.9


segment length: 714	score: 365.658


segment length: 1473	score: 719.644


segment length: 3352	score: 1717.84


segment length: 3650	score: 1505.02


segment length: 2759	score: 1308.44


segment length: 3365	score: 1603.21


segment length: 3897	score: 1579.11


segment length: 3473	score: 1320.28


segment length: 947	score: 429.494


segment length: 358	score: 136.408


segment length: 1415	score: 558.821


segment length: 1350	score: 599.35


segment length: 3167	score: 1293.41


segment length: 2762	score: 1328.61


segment length: 3511	score: 1283.59


segment length: 1348	score: 617.661


segment length: 4502	score: 2156.29


segment length: 3297	score: 1703.77


segment length: 2557	score: 1171.08


segment length: 2641	score: 607.508


segment length: 1856	score: 871.462


segment length: 1855	score: 846.766


segment length: 895	score: 410.962


segment length: 1085	score: 609.464


segment length: 1975	score: 930.057


segment length: 2830	score: 1130.02


segment length: 1093	score: 517.279


segment length: 1338	score: 790.694


segment length: 2757	score: 1018.03


segment length: 4770	score: 1800.24


segment length: 732	score: 332.009


segment length: 2754	score: 1536.09


segment length: 1029	score: 490.562


segment length: 8397	score: 3655.33


segment length: 1903	score: 963.626


segment length: 1763	score: 986.1


segment length: 2967	score: 1099.69


segment length: 4204	score: 1962.71


segment length: 1835	score: 796.393


segment length: 3544	score: 1590.08


segment length: 1795	score: 901.68


segment length: 6258	score: 3113.34


segment length: 3529	score: 1473.69


segment length: 1070	score: 555.69


segment length: 515	score: 278.798


segment length: 2182	score: 1003.01


segment length: 3276	score: 1814.13


segment length: 721	score: 348.183


segment length: 4918	score: 2047.4


segment length: 2975	score: 1098.11


segment length: 2121	score: 743.849


segment length: 2021	score: 1054.18


segment length: 4793	score: 2399.67


segment length: 3803	score: 1642.61


segment length: 2512	score: 1258.84


segment length: 2247	score: 1173.94


segment length: 3757	score: 1408.16


segment length: 4386	score: 2241.38


segment length: 4574	score: 1903.05


segment length: 1836	score: 1035.87


segment length: 2411	score: 995.761


segment length: 5540	score: 2494.83


segment length: 7546	score: 3868.19


segment length: 3200	score: 1350.56


segment length: 3830	score: 1647.05


segment length: 1824	score: 706.321


segment length: 1737	score: 716.212


segment length: 1984	score: 877.184


segment length: 3895	score: 1826.71


segment length: 3529	score: 1626.19


segment length: 2557	score: 1113.66


segment length: 811	score: 412.927


segment length: 1429	score: 543.489


segment length: 3483	score: 2087.83


segment length: 3509	score: 1925.43


segment length: 1573	score: 663.388


segment length: 3906	score: 1459.17


segment length: 2872	score: 1311.26


segment length: 3759	score: 1785.78


segment length: 1489	score: 663.035


segment length: 3422	score: 1755.98


segment length: 1592	score: 715.548


segment length: 4464	score: 2210.85


segment length: 1140	score: 380.684


segment length: 5277	score: 2834.03


segment length: 1570	score: 748.358


segment length: 3219	score: 1385.36


segment length: 6814	score: 2970.95


segment length: 1984	score: 1080.83


segment length: 1299	score: 447.952


segment length: 1288	score: 548.33


segment length: 3237	score: 1486.51


segment length: 1835	score: 929.44


segment length: 6990	score: 3876.64
6374 6620 0	1956521 1956767

0 0 inf	1950147 1950147


segment length: 1338	score: 650.283


segment length: 2734	score: 1373.39


segment length: 1730	score: 854.088


segment length: 2559	score: 1104.11


segment length: 871	score: 321.103


segment length: 5513	score: 1986.05
0 0 inf	1952247 1952247

4450 4574 38.2597	1956697 1956821


segment length: 2391	score: 1415.25


segment length: 2039	score: 1104.2


segment length: 2396	score: 1067.59


segment length: 6394	score: 2486.75
729 955 0	1956520 1956746

0 0 inf	1955791 1955791


segment length: 5865	score: 2910.84


segment length: 2202	score: 913.333


segment length: 2201	score: 1057.76


segment length: 4599	score: 1946.86


segment length: 3221	score: 1698.1


segment length: 4055	score: 1697.66


segment length: 955	score: 324.206


segment length: 2344	score: 1079.15


segment length: 1176	score: 469.915


segment length: 4220	score: 2045.7


segment length: 3411	score: 1831.2


segment length: 1251	score: 567.567


segment length: 1338	score: 748.307


segment length: 1198	score: 601.848


segment length: 1343	score: 634.241


segment length: 1749	score: 796.242


segment length: 4107	score: 1776.28
3230 3383 0	1968920 1969073

0 0 inf	1965690 1965690


segment length: 2126	score: 1185.71


segment length: 1062	score: 512.863


segment length: 1537	score: 619.15


segment length: 1848	score: 760.982
853 1004 0	1968912 1969063

0 0 inf	1968059 1968059


segment length: 8699	score: 3976.71
588 744 0	1968913 1969069

0 0 inf	1968325 1968325


segment length: 2266	score: 956.624
562 678 0	1968924 1969040

0 0 inf	1968362 1968362


segment length: 2821	score: 1266.45
206 344 0	1968919 1969057

0 0 inf	1968713 1968713


segment length: 2037	score: 1043.7


segment length: 7328	score: 3013.22


segment length: 2396	score: 1121.98


segment length: 1770	score: 742.766


segment length: 2107	score: 1006.77


segment length: 2759	score: 1344.88


segment length: 5308	score: 2217.06


segment length: 5052	score: 2332.25


segment length: 914	score: 515.009


segment length: 1179	score: 535.77


segment length: 1289	score: 506.68


segment length: 1144	score: 614.226


segment length: 2665	score: 1259.59


segment length: 2220	score: 1016.24


segment length: 1547	score: 638.428


segment length: 2696	score: 1170.66


segment length: 841	score: 312.239


segment length: 3246	score: 1484.27


segment length: 2330	score: 1194.77


segment length: 4706	score: 2169.08


segment length: 1022	score: 446.703


segment length: 2366	score: 994.22


segment length: 1736	score: 697.653


segment length: 830	score: 393.83


segment length: 3365	score: 1833.62


segment length: 3366	score: 1878.51


segment length: 1415	score: 655.149


segment length: 3264	score: 1472.95


segment length: 2221	score: 1064.57


segment length: 4166	score: 1929


segment length: 1372	score: 684.698


segment length: 6710	score: 2665.24


segment length: 1811	score: 773.914


segment length: 3051	score: 1196.73


segment length: 530	score: 263.588


segment length: 3318	score: 1198.36


segment length: 2337	score: 1273.58


segment length: 2691	score: 1056.61


segment length: 2903	score: 1178.4


segment length: 2647	score: 1138.97


segment length: 6004	score: 2552.89


segment length: 8307	score: 4797.86


segment length: 1646	score: 653.57


segment length: 2134	score: 1134.92
